0.004167	0.003468
0.000289	0.000264
0.000234	0.000216
0.000187	0.000174
0.000150	0.000138
0.000124	0.000111
0.000106	0.000091
0.000095	0.000079
0.000088	0.000071
0.000085	0.000068
0.000088	0.000069
0.000098	0.000076
0.000118	0.000087
0.000152	0.000104
0.000206	0.000128
0.000284	0.000155
0.000380	0.000184
0.000483	0.000211
0.000579	0.000221
0.000649	0.000225
0.000690	0.000224
0.000697	0.000219
0.000684	0.000214
0.000657	0.000219
0.000621	0.000232
0.000584	0.000239
0.000551	0.000239
0.000526	0.000243
0.000512	0.000259
0.000508	0.000284
0.000513	0.000310
0.000570	0.000331
0.000647	0.000350
0.000720	0.000372
0.000752	0.000400
0.000752	0.000430
0.000760	0.000463
0.000806	0.000502
0.000874	0.000551
0.000963	0.000605
0.001090	0.000652
0.001289	0.000689
0.001536	0.000734
0.001779	0.000812
0.002027	0.000938
0.002286	0.001091
0.002547	0.001237
0.002784	0.001388
0.003023	0.001542
0.003313	0.001687
0.003667	0.001811
0.004058	0.001933
0.004448	0.002082
0.004851	0.002253
0.005260	0.002442
0.005638	0.002654
0.005894	0.002886
0.006115	0.003138
0.006471	0.003415
0.007023	0.003736
0.007689	0.004099
0.008366	0.004485
0.009044	0.004898
0.009839	0.005410
0.011194	0.006066
0.012843	0.006835
0.014803	0.007720
0.017064	0.008726
0.019605	0.009860
0.022395	0.011137
0.025398	0.012576
0.028584	0.014195
0.031808	0.016012
0.034942	0.018442
0.038313	0.020749
0.041985	0.023395
0.046063	0.026444
0.050669	0.029990
0.055907	0.034130
0.061853	0.038939
0.068563	0.044475
0.076067	0.050757
0.084373	0.057816
0.093460	0.065705
0.103364	0.074581
0.114123	0.084599
0.125743	0.095885
0.138163	0.108441
0.151279	0.122183
0.164989	0.137020
0.179203	0.152817
0.193831	0.169414
0.208784	0.186594
0.223986	0.203563
0.239371	0.220140
0.254890	0.236960
0.270503	0.254026
0.286414	0.271337
0.302883	0.288893
0.319680	0.306694
0.336811	0.324741
0.354280	0.343030
0.372090	0.361560
0.390244	0.380327
0.408742	0.399327
0.427587	0.418556
0.446776	0.438006
0.466308	0.457670
0.486179	0.477538
0.506382	0.497599
0.526908	0.517841
0.547747	0.538248
0.568883	0.558801
0.590298	0.579483
0.611968	0.600268
0.633865	0.621132
0.655953	0.642043
0.678193	0.662969
0.700534	0.683869
0.722921	0.704703
0.745283	0.725420
1.000000	1.000000
