0.002687168	0.002610571	0.002540067	0.002475278	0.002415860	0.002361503	0.002308369	0.002256431	0.002205661	0.002156034	0.002107523	0.002060104	0.002013751	0.001968442	0.001924152	0.001880859	0.001838539	0.001797172	0.001756736	0.001717209	0.001678572	0.001640804	0.001603886	0.001567799	0.001532523	0.001498041	0.001464335	0.001431388	0.001399182	0.001367700	0.001336927	0.001306846	0.001277442	0.001248699	0.001220604	0.001193140	0.001166295	0.001140053	0.001114402	0.001089328	0.001064818	0.001040859	0.001017440	0.000994548	0.000972170	0.000950296	0.000928915	0.000908014	0.000887584	0.000867613	0.000848092	0.000829010	0.000810357	0.000792124	0.000774301	0.000756880	0.000739850	0.000723203	0.000706931	0.000691025	0.000675477	0.000660279	0.000645423	0.000630901	0.000616705	0.000602829	0.000589266	0.000576007	0.000563047	0.000550379	0.000537995	0.000525890	0.000514058	0.000502491	0.000491185	0.000480134	0.000469331	0.000458771	0.000448448	0.000438358	0.000428495	0.000418854	0.000409430	0.000400218	0.000391213	0.000382410	0.000373806	0.000365396	0.000357174	0.000349138	0.000341282	0.000333603	0.000326097	0.000318760	0.000311588	0.000304577
0.000279046	0.000271092	0.000263770	0.000257042	0.000250872	0.000245227	0.000239710	0.000234316	0.000229044	0.000223891	0.000218853	0.000213929	0.000209116	0.000204410	0.000199811	0.000195315	0.000190921	0.000186625	0.000182426	0.000178321	0.000174309	0.000170387	0.000166554	0.000162806	0.000159143	0.000155562	0.000152062	0.000148641	0.000145296	0.000142027	0.000138832	0.000135708	0.000132654	0.000129670	0.000126752	0.000123900	0.000121112	0.000118387	0.000115724	0.000113120	0.000110575	0.000108087	0.000105655	0.000103278	0.000100954	0.000098682	0.000096462	0.000094292	0.000092170	0.000090096	0.000088069	0.000086088	0.000084151	0.000082257	0.000080406	0.000078597	0.000076829	0.000075100	0.000073410	0.000071759	0.000070144	0.000068566	0.000067023	0.000065515	0.000064041	0.000062600	0.000061192	0.000059815	0.000058469	0.000057153	0.000055867	0.000054610	0.000053382	0.000052181	0.000051007	0.000049859	0.000048737	0.000047640	0.000046569	0.000045521	0.000044497	0.000043495	0.000042517	0.000041560	0.000040625	0.000039711	0.000038817	0.000037944	0.000037090	0.000036256	0.000035440	0.000034643	0.000033863	0.000033101	0.000032356	0.000031628
0.000159931	0.000155372	0.000151176	0.000147320	0.000143783	0.000140548	0.000137386	0.000134295	0.000131273	0.000128319	0.000125432	0.000122610	0.000119851	0.000117155	0.000114519	0.000111942	0.000109423	0.000106961	0.000104555	0.000102202	0.000099903	0.000097655	0.000095458	0.000093310	0.000091210	0.000089158	0.000087152	0.000085191	0.000083274	0.000081401	0.000079569	0.000077779	0.000076029	0.000074318	0.000072646	0.000071011	0.000069414	0.000067852	0.000066325	0.000064833	0.000063374	0.000061948	0.000060554	0.000059192	0.000057860	0.000056558	0.000055286	0.000054042	0.000052826	0.000051637	0.000050475	0.000049340	0.000048230	0.000047144	0.000046084	0.000045047	0.000044033	0.000043042	0.000042074	0.000041127	0.000040202	0.000039297	0.000038413	0.000037549	0.000036704	0.000035878	0.000035071	0.000034282	0.000033511	0.000032757	0.000032020	0.000031299	0.000030595	0.000029906	0.000029234	0.000028576	0.000027933	0.000027304	0.000026690	0.000026090	0.000025502	0.000024929	0.000024368	0.000023820	0.000023284	0.000022760	0.000022248	0.000021747	0.000021258	0.000020779	0.000020312	0.000019855	0.000019408	0.000018971	0.000018545	0.000018127
0.000123280	0.000119766	0.000116531	0.000113559	0.000110833	0.000108339	0.000105902	0.000103519	0.000101190	0.000098913	0.000096687	0.000094512	0.000092385	0.000090307	0.000088275	0.000086289	0.000084347	0.000082449	0.000080594	0.000078781	0.000077008	0.000075276	0.000073582	0.000071926	0.000070308	0.000068726	0.000067180	0.000065668	0.000064191	0.000062746	0.000061335	0.000059954	0.000058606	0.000057287	0.000055998	0.000054738	0.000053506	0.000052302	0.000051126	0.000049975	0.000048851	0.000047752	0.000046677	0.000045627	0.000044600	0.000043597	0.000042616	0.000041657	0.000040720	0.000039804	0.000038908	0.000038033	0.000037177	0.000036340	0.000035523	0.000034724	0.000033942	0.000033179	0.000032432	0.000031702	0.000030989	0.000030292	0.000029610	0.000028944	0.000028293	0.000027656	0.000027034	0.000026426	0.000025831	0.000025250	0.000024682	0.000024126	0.000023584	0.000023053	0.000022534	0.000022027	0.000021532	0.000021047	0.000020574	0.000020111	0.000019658	0.000019216	0.000018784	0.000018361	0.000017948	0.000017544	0.000017149	0.000016763	0.000016386	0.000016017	0.000015657	0.000015305	0.000014960	0.000014624	0.000014295	0.000013973
0.000099957	0.000097107	0.000094485	0.000092075	0.000089865	0.000087843	0.000085866	0.000083934	0.000082046	0.000080200	0.000078395	0.000076631	0.000074907	0.000073222	0.000071574	0.000069964	0.000068390	0.000066851	0.000065347	0.000063876	0.000062439	0.000061034	0.000059661	0.000058319	0.000057006	0.000055724	0.000054470	0.000053244	0.000052046	0.000050875	0.000049731	0.000048612	0.000047518	0.000046449	0.000045404	0.000044382	0.000043384	0.000042407	0.000041453	0.000040521	0.000039609	0.000038718	0.000037846	0.000036995	0.000036163	0.000035349	0.000034554	0.000033776	0.000033016	0.000032273	0.000031547	0.000030837	0.000030143	0.000029465	0.000028802	0.000028154	0.000027521	0.000026902	0.000026296	0.000025705	0.000025126	0.000024561	0.000024008	0.000023468	0.000022940	0.000022424	0.000021919	0.000021426	0.000020944	0.000020473	0.000020012	0.000019562	0.000019122	0.000018692	0.000018271	0.000017860	0.000017458	0.000017065	0.000016681	0.000016306	0.000015939	0.000015580	0.000015230	0.000014887	0.000014552	0.000014225	0.000013905	0.000013592	0.000013286	0.000012987	0.000012695	0.000012409	0.000012130	0.000011857	0.000011590	0.000011330
0.000078299	0.000076067	0.000074013	0.000072125	0.000070394	0.000068810	0.000067262	0.000065748	0.000064269	0.000062823	0.000061410	0.000060028	0.000058677	0.000057357	0.000056066	0.000054805	0.000053572	0.000052366	0.000051188	0.000050036	0.000048911	0.000047810	0.000046734	0.000045683	0.000044655	0.000043650	0.000042668	0.000041708	0.000040770	0.000039852	0.000038956	0.000038079	0.000037222	0.000036385	0.000035566	0.000034766	0.000033984	0.000033219	0.000032472	0.000031741	0.000031027	0.000030329	0.000029646	0.000028979	0.000028327	0.000027690	0.000027067	0.000026458	0.000025863	0.000025281	0.000024712	0.000024156	0.000023612	0.000023081	0.000022562	0.000022054	0.000021558	0.000021073	0.000020599	0.000020135	0.000019682	0.000019239	0.000018806	0.000018383	0.000017970	0.000017565	0.000017170	0.000016784	0.000016406	0.000016037	0.000015676	0.000015324	0.000014979	0.000014642	0.000014312	0.000013990	0.000013675	0.000013368	0.000013067	0.000012773	0.000012486	0.000012205	0.000011930	0.000011662	0.000011399	0.000011143	0.000010892	0.000010647	0.000010407	0.000010173	0.000009944	0.000009721	0.000009502	0.000009288	0.000009079	0.000008875
0.000080798	0.000078495	0.000076375	0.000074427	0.000072641	0.000071006	0.000069409	0.000067847	0.000066320	0.000064828	0.000063369	0.000061944	0.000060550	0.000059188	0.000057856	0.000056554	0.000055282	0.000054038	0.000052822	0.000051633	0.000050472	0.000049336	0.000048226	0.000047141	0.000046080	0.000045043	0.000044030	0.000043039	0.000042071	0.000041124	0.000040199	0.000039295	0.000038410	0.000037546	0.000036701	0.000035876	0.000035068	0.000034279	0.000033508	0.000032754	0.000032017	0.000031297	0.000030593	0.000029904	0.000029231	0.000028574	0.000027931	0.000027302	0.000026688	0.000026088	0.000025501	0.000024927	0.000024366	0.000023818	0.000023282	0.000022758	0.000022246	0.000021745	0.000021256	0.000020778	0.000020310	0.000019853	0.000019407	0.000018970	0.000018543	0.000018126	0.000017718	0.000017319	0.000016930	0.000016549	0.000016177	0.000015813	0.000015457	0.000015109	0.000014769	0.000014437	0.000014112	0.000013794	0.000013484	0.000013181	0.000012884	0.000012594	0.000012311	0.000012034	0.000011763	0.000011498	0.000011240	0.000010987	0.000010740	0.000010498	0.000010262	0.000010031	0.000009805	0.000009585	0.000009369	0.000009158
0.000079965	0.000077686	0.000075588	0.000073660	0.000071892	0.000070274	0.000068693	0.000067147	0.000065637	0.000064160	0.000062716	0.000061305	0.000059926	0.000058577	0.000057259	0.000055971	0.000054712	0.000053481	0.000052277	0.000051101	0.000049951	0.000048827	0.000047729	0.000046655	0.000045605	0.000044579	0.000043576	0.000042596	0.000041637	0.000040700	0.000039785	0.000038889	0.000038014	0.000037159	0.000036323	0.000035506	0.000034707	0.000033926	0.000033163	0.000032416	0.000031687	0.000030974	0.000030277	0.000029596	0.000028930	0.000028279	0.000027643	0.000027021	0.000026413	0.000025819	0.000025238	0.000024670	0.000024115	0.000023572	0.000023042	0.000022523	0.000022017	0.000021521	0.000021037	0.000020564	0.000020101	0.000019649	0.000019207	0.000018774	0.000018352	0.000017939	0.000017535	0.000017141	0.000016755	0.000016378	0.000016010	0.000015650	0.000015297	0.000014953	0.000014617	0.000014288	0.000013966	0.000013652	0.000013345	0.000013045	0.000012751	0.000012464	0.000012184	0.000011910	0.000011642	0.000011380	0.000011124	0.000010874	0.000010629	0.000010390	0.000010156	0.000009927	0.000009704	0.000009486	0.000009272	0.000009064
0.000068304	0.000066357	0.000064565	0.000062918	0.000061407	0.000060026	0.000058675	0.000057355	0.000056065	0.000054803	0.000053570	0.000052365	0.000051186	0.000050035	0.000048909	0.000047809	0.000046733	0.000045681	0.000044654	0.000043649	0.000042667	0.000041707	0.000040768	0.000039851	0.000038954	0.000038078	0.000037221	0.000036384	0.000035565	0.000034765	0.000033983	0.000033218	0.000032471	0.000031740	0.000031026	0.000030328	0.000029645	0.000028978	0.000028326	0.000027689	0.000027066	0.000026457	0.000025862	0.000025280	0.000024711	0.000024155	0.000023612	0.000023080	0.000022561	0.000022053	0.000021557	0.000021072	0.000020598	0.000020135	0.000019682	0.000019239	0.000018806	0.000018383	0.000017969	0.000017565	0.000017170	0.000016783	0.000016406	0.000016037	0.000015676	0.000015323	0.000014978	0.000014641	0.000014312	0.000013990	0.000013675	0.000013367	0.000013067	0.000012773	0.000012485	0.000012204	0.000011930	0.000011661	0.000011399	0.000011142	0.000010892	0.000010647	0.000010407	0.000010173	0.000009944	0.000009720	0.000009502	0.000009288	0.000009079	0.000008875	0.000008675	0.000008480	0.000008289	0.000008102	0.000007920	0.000007742
0.000068304	0.000066357	0.000064565	0.000062918	0.000061407	0.000060026	0.000058675	0.000057355	0.000056065	0.000054803	0.000053570	0.000052365	0.000051186	0.000050035	0.000048909	0.000047809	0.000046733	0.000045681	0.000044654	0.000043649	0.000042667	0.000041707	0.000040768	0.000039851	0.000038954	0.000038078	0.000037221	0.000036384	0.000035565	0.000034765	0.000033983	0.000033218	0.000032471	0.000031740	0.000031026	0.000030328	0.000029645	0.000028978	0.000028326	0.000027689	0.000027066	0.000026457	0.000025862	0.000025280	0.000024711	0.000024155	0.000023612	0.000023080	0.000022561	0.000022053	0.000021557	0.000021072	0.000020598	0.000020135	0.000019682	0.000019239	0.000018806	0.000018383	0.000017969	0.000017565	0.000017170	0.000016783	0.000016406	0.000016037	0.000015676	0.000015323	0.000014978	0.000014641	0.000014312	0.000013990	0.000013675	0.000013367	0.000013067	0.000012773	0.000012485	0.000012204	0.000011930	0.000011661	0.000011399	0.000011142	0.000010892	0.000010647	0.000010407	0.000010173	0.000009944	0.000009720	0.000009502	0.000009288	0.000009079	0.000008875	0.000008675	0.000008480	0.000008289	0.000008102	0.000007920	0.000007742
